"_id",Location-Name,Index,Primary-Key,Location-Alpha-2-ISO,Location-Alpha-3-ISO,Location-Numeric-Code-ISO-MF-OTHER,Location-Name-ISO,Region-Numeric-Code-ISO1,Region-Name-ISO1,Region-Numeric-Code-ISO2,Region-Name-ISO2,Region-Numeric-Code-ISO3,Region-Name-ISO3,Subregion-Numeric-Code-ISO1,Subregion-Name-ISO1,Subregion-Numeric-Code-ISO2,Subregion-Name-ISO2,Subregion-Numeric-Code-ISO3,Subregion-Name-ISO3,Subregion-Numeric-Code-ISO4,Subregion-Name-ISO4,Subregion-Numeric-Code-ISO5,Subregion-Name-ISO5,Location-Alpha-2-IATI,Location-Alpha-3-IATI,Location-Name-IATI,Region-Numeric-Code-IATI,Region-Name-IATI,Location-Name-DAC,Region-Numeric-Code-DAC,Region-Name-DAC,Location-Name-UNDP-HDI,Location-Alpha-3-USGOV,Location-Numeric-Code-USGOV,Location-Name-USGOV1,Location-Name-USGOV2,Region-Numeric-Code-USGOV,Region-Name-USGOV,World-Bank-Income-Group,UNDP-HDI-Location-Reference,Location-Name-General1,Location-Name-General2,HDI,Coordinate-Reference-Point,Latitude,Longitude,Location Type,LocationNameFinalNotes,ISO2Note,ISO3Note,HDI Note,Numeric-Code-Note
58642a2568c6b627b89e0a42,Spain,GEOM072,ESP,ES,ESP,724,Spain,150,Europe,,,,,39,Southern Europe,,,,,,,,,ES,ESP,,89,"Europe, regional",,71,Europe,Spain,ESP,724,,,2,Europe and Eurasia,High income,Spain,,,0.876124307,Madrid,40.4167754,-3.7037902,Country,,,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a43,Ethiopia,GEOM073,ETH,ET,ETH,231,Ethiopia,2,Africa,,,,,14,Eastern Africa,,,,,,,,,ET,ETH,ETHIOPIA,289,"South of Sahara, regional",Ethiopia,225,Africa (South of Sahara),Ethiopia,ETH,231,Ethiopia,,5,Sub-Saharan Africa,Low income,Ethiopia,,,0.441815954,Addis Ababa,8.9806034,38.7577605,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a44,Finland,GEOM074,FIN,FI,FIN,246,Finland,150,Europe,,,,,154,Northern Europe,,,,,,,,,FI,FIN,,89,"Europe, regional",,71,Europe,Finland,FIN,246,,,2,Europe and Eurasia,High income,Finland,,,0.882727787,Helsinki,60.1698557,24.938379,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a45,Fiji,GEOM075,FJI,FJ,FJI,242,Fiji,9,Oceania,,,,,54,Melanesia,,,,,,,,,FJ,FJI,FIJI,889,"Oceania, regional",Fiji,831,Oceania,Fiji,FJI,242,Fiji,,1,East Asia and Oceania,Upper middle income,Fiji,,,0.727135774,Suva,-18.1248086,178.4500789,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a46,Falkland Islands [Malvinas],GEOM076,FLK,FK,FLK,238,Falkland Islands (Malvinas),19,Americas,,,,,5,South America,,,,,,,,,FK,FLK,,389,"North & Central America, regional",,377,America (North & Central America),,FLK,238,,,6,Western Hemisphere,,,,,,Stanley,35.3590256,-81.0970214,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a47,Micronesia,GEOM077,FSM,FM,FSM,583,"Micronesia, Federated States of",9,Oceania,,,,,57,Micronesia,,,,,,,,,FM,FSM,MICRONESIA (FEDERATED STATES OF),889,"Oceania, regional","Micronesia, Fed. Sts.",831,Oceania,Micronesia (Federated States of),FSM,583,Micronesia (Federated States),"Micronesia, Federated States of",1,East Asia and Oceania,Lower middle income,Micronesia (Federated States of),Micronesia,,0.639590169,Palikir,6.9147118,158.1610274,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a48,Faroe Islands,GEOM079,FRO,FO,FRO,234,Faroe Islands,150,Europe,,,,,154,Northern Europe,,,,,,,,,FO,FRO,,89,"Europe, regional",,71,Europe,,FRO,234,,,2,Europe and Eurasia,High income,,,,,Torshavn,62.007864,-6.7909816,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a49,France,GEOM080,FRA,FR,FRA,250,France,150,Europe,,,,,155,Western Europe,,,,,,,,,FR,FRA,,89,"Europe, regional",,71,Europe,France,FRA,250,,,2,Europe and Eurasia,High income,France,,,0.888107437,Paris,48.856614,2.3522219,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a4a,Gabon,GEOM081,GAB,GA,GAB,266,Gabon,2,Africa,,,,,17,Middle Africa,,,,,,,,,GA,GAB,GABON,289,"South of Sahara, regional",Gabon,225,Africa (South of Sahara),Gabon,GAB,266,Gabon,,5,Sub-Saharan Africa,Upper middle income,Gabon,,,0.683512932,Libreville,0.4161976,9.4672676,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a4b,United Kingdom Of Great Britain And Northern Ireland,GEOM082,GBR,GB,GBR,826,United Kingdom,150,Europe,,,,,154,Northern Europe,,,,,,,,,GB,GBR,,89,"Europe, regional",,71,Europe,United Kingdom,GBR,826,,,2,Europe and Eurasia,High income,United Kingdom,,,0.906698192,London,51.5073509,-0.1277583,Country,,,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a4c,Grenada,GEOM083,GRD,GD,GRD,308,Grenada,19,Americas,,,,,29,Caribbean,,,,,,,,,GD,GRD,GRENADA,380,"West Indies, regional",Grenada,377,America (North & Central America),Grenada,GRD,308,Grenada,,6,Western Hemisphere,Upper middle income,Grenada,,,0.74999318,St. George's,50.539418,-96.149489,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a4d,Georgia,GEOM084,GEO,GE,GEO,268,Georgia,142,Asia,,,,,145,Western Asia,,,,,,,,,GE,GEO,GEORGIA,689,"South & Central Asia, regional",Georgia,540,Asia (Middle East Asia),Georgia,GEO,268,Georgia,,4,South and Central Asia,Upper middle income,Georgia,,,0.754118641,Tbilisi,41.7151377,44.827096,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a4e,French Guiana,GEOM085,GUF,GF,GUF,254,French Guiana,19,Americas,,,,,5,South America,,,,,,,,,GF,GUF,,389,"North & Central America, regional",,377,America (North & Central America),,GUF,254,,,6,Western Hemisphere,,,,,,Cayenne,4.92242,-52.3134531,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a4f,Guernsey,GEOM086,GGY,GG,GGY,831,Guernsey,150,Europe,,,,,154,Northern Europe,,,,,,,,,GG,GGY,,89,"Europe, regional",,71,Europe,,GGY,831,,,2,Europe and Eurasia,,,,,,St. Peter Port,49.4541677,-2.5497069,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a50,Ghana,GEOM087,GHA,GH,GHA,288,Ghana,2,Africa,,,,,11,Western Africa,,,,,,,,,GH,GHA,GHANA,289,"South of Sahara, regional",Ghana,225,Africa (South of Sahara),Ghana,GHA,288,Ghana,,5,Sub-Saharan Africa,Lower middle income,Ghana,,,0.579090287,Accra,5.6037168,-0.1869644,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a51,Gibraltar,GEOM088,GIB,GI,GIB,292,Gibraltar,150,Europe,,,,,39,Southern Europe,,,,,,,,,GI,GIB,,89,"Europe, regional",,71,Europe,,GIB,292,,,2,Europe and Eurasia,High income,,,,,Gibraltar,36.140751,-5.353585,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a52,Greenland,GEOM089,GRL,GL,GRL,304,Greenland,19,Americas,,,,,21,Northern America,,,,,,,,,GL,GRL,,389,"North & Central America, regional",,377,America (North & Central America),,GRL,304,,,6,Western Hemisphere,High income,,,,,Nuuk,64.1814099,-51.694138,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a53,Gambia,GEOM090,GMB,GM,GMB,270,Gambia,2,Africa,,,,,11,Western Africa,,,,,,,,,GM,GMB,GAMBIA (THE),289,"South of Sahara, regional",Gambia,225,Africa (South of Sahara),Gambia,GMB,270,Gambia,"Gambia, The",5,Sub-Saharan Africa,Low income,Gambia,Gambia,,0.440649497,Banjul,13.4548761,-16.5790323,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a54,Guinea,GEOM092,GIN,GN,GIN,324,Guinea,2,Africa,,,,,11,Western Africa,,,,,,,,,GN,GIN,GUINEA,289,"South of Sahara, regional",Guinea,225,Africa (South of Sahara),Guinea,GIN,324,Guinea,,5,Sub-Saharan Africa,Low income,Guinea,,,0.411281627,Conakry,9.6411855,-13.5784012,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a55,Guadeloupe,GEOM093,GLP,GP,GLP,312,Guadeloupe,19,Americas,,,,,29,Caribbean,,,,,,,,,GP,GLP,,389,"North & Central America, regional",,377,America (North & Central America),Small Island Developing States,GLP,312,,,6,Western Hemisphere,,Small Island Developing States,,,0.66002928,Basse-Terre,16.0144526,-61.7064109,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a56,Equatorial Guinea,GEOM094,GNQ,GQ,GNQ,226,Equatorial Guinea,2,Africa,,,,,17,Middle Africa,,,,,,,,,GQ,GNQ,,289,"South of Sahara, regional",,225,Africa (South of Sahara),Equatorial Guinea,GNQ,226,,,5,Sub-Saharan Africa,Upper middle income,Equatorial Guinea,,,0.586560861,Malabo,3.7504118,8.7371039,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a57,Greece,GEOM095,GRC,GR,GRC,300,Greece,150,Europe,,,,,39,Southern Europe,,,,,,,,,GR,GRC,GREECE,89,"Europe, regional",Greece,71,Europe,Greece,GRC,300,Greece,,2,Europe and Eurasia,High income,Greece,,,0.865187181,Athens,33.9519347,-83.357567,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a58,South Georgia And The South Sandwich Islands,GEOM096,SGS,GS,SGS,239,South Georgia and the South Sandwich Islands,19,Americas,,,,,5,South America,,,,,,,,,GS,SGS,,389,"North & Central America, regional",,377,America (North & Central America),,SGS,239,,,6,Western Hemisphere,,,,,,King Edward Point,-54.2832502,-36.493735,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a59,Guatemala,GEOM097,GTM,GT,GTM,320,Guatemala,19,Americas,,,,,13,Central America,,,,,,,,,GT,GTM,GUATEMALA,389,"North & Central America, regional",Guatemala,377,America (North & Central America),Guatemala,GTM,320,Guatemala,,6,Western Hemisphere,Lower middle income,Guatemala,,,0.627208788,Guatemala City,14.6349149,-90.5068824,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a5a,Guam,GEOM098,GUM,GU,GUM,316,Guam,9,Oceania,,,,,57,Micronesia,,,,,,,,,GU,GUM,,889,"Oceania, regional",,831,Oceania,Small Island Developing States,GUM,316,,,1,East Asia and Oceania,High income,Small Island Developing States,,,0.66002928,Hagåtña,13.4762824,144.7502228,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a5b,Guinea-Bissau,GEOM099,GNB,GW,GNB,624,Guinea-Bissau,2,Africa,,,,,11,Western Africa,,,,,,,,,GW,GNB,GUINEA-BISSAU,289,"South of Sahara, regional",Guinea-Bissau,225,Africa (South of Sahara),Guinea-Bissau,GNB,624,Guinea-Bissau,,5,Sub-Saharan Africa,Low income,Guinea-Bissau,,,0.41960507,Bissau,11.8816553,-15.6177942,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a5c,Guyana,GEOM100,GUY,GY,GUY,328,Guyana,19,Americas,,,,,5,South America,,,,,,,,,GY,GUY,GUYANA,380,"West Indies, regional",Guyana,377,America (North & Central America),Guyana,GUY,328,Guyana,,6,Western Hemisphere,Upper middle income,Guyana,,,0.635715749,Georgetown,7.9262,14.4112,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a5e,Heard Island And Mcdonald Islands,GEOM102,HMD,HM,HMD,334,Heard Island and Mcdonald Islands,10,Antarctica,,,,,0,Antarctica,,,,,,,,,HM,HMD,,10,"Antarctica, regional",,10,Antarctica,,HMD,334,,,10,Antarctica,,,,,,Big Ben Volcano,53.0997,73.5543,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0b1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58642a2568c6b627b89e0a5d,Hong Kong,GEOM101,HKG,HK,HKG,344,"Hong Kong, Special Administrative Region of China",142,Asia,,,,,30,Eastern Asia,,,,,,,,,HK,HKG,,589,"Middle East, regional",,540,Asia (Middle East Asia),"Hong Kong, China (SAR)",HKG,344,,,3,Middle East and North Africa,High income,"Hong Kong, China (SAR)",,,0.90995187,Hong Kong,22.396428,114.109497,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a5f,Honduras,GEOM103,HND,HN,HND,340,Honduras,19,Americas,,,,,13,Central America,,,,,,,,,HN,HND,HONDURAS,389,"North & Central America, regional",Honduras,377,America (North & Central America),Honduras,HND,340,Honduras,,6,Western Hemisphere,Lower middle income,Honduras,,,0.606054608,Tegucigalpa,14.0722751,-87.192136,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a60,Croatia,GEOM104,HRV,HR,HRV,191,Croatia,150,Europe,,,,,39,Southern Europe,,,,,,,,,HR,HRV,CROATIA,89,"Europe, regional",Croatia,71,Europe,Croatia,HRV,191,Croatia,,2,Europe and Eurasia,High income,Croatia,,,0.817539869,Zagreb,45.8150108,15.981919,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a61,Haiti,GEOM105,HTI,HT,HTI,332,Haiti,19,Americas,,,,,29,Caribbean,,,,,,,,,HT,HTI,HAITI,380,"West Indies, regional",Haiti,377,America (North & Central America),Haiti,HTI,332,Haiti,,6,Western Hemisphere,Low income,Haiti,,,0.483373299,Port-au-Prince,18.594395,-72.3074326,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a62,Hungary,GEOM106,HUN,HU,HUN,348,Hungary,150,Europe,,,,,151,Eastern Europe,,,,,,,,,HU,HUN,HUNGARY,89,"Europe, regional",Hungary,71,Europe,Hungary,HUN,348,Hungary,,2,Europe and Eurasia,High income,Hungary,,,0.828350453,Budapest,47.497912,19.040235,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a63,Indonesia,GEOM107,IDN,ID,IDN,360,Indonesia,142,Asia,,,,,35,South-Eastern Asia,,,,,,,,,ID,IDN,INDONESIA,789,"Far East Asia, regional",Indonesia,540,Asia (Middle East Asia),Indonesia,IDN,360,Indonesia,,4,South and Central Asia,Lower middle income,Indonesia,,,0.683759559,Jakarta,-6.2250138,106.9004472,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a64,Ireland,GEOM108,IRL,IE,IRL,372,Ireland,150,Europe,,,,,154,Northern Europe,,,,,,,,,IE,IRL,IRELAND,89,"Europe, regional",Ireland,71,Europe,Ireland,IRL,372,Ireland,,2,Europe and Eurasia,High income,Ireland,,,0.915541562,Dublin,40.0992294,-83.1140771,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
58642a2568c6b627b89e0a65,Israel,GEOM109,ISR,IL,ISR,376,Israel,142,Asia,,,,,145,Western Asia,,,,,,,,,IL,ISR,ISRAEL,589,"Middle East, regional",Israel,540,Asia (Middle East Asia),Israel,ISR,376,Israel,,4,South and Central Asia,High income,Israel,,,0.894272981,West Jerusalem,31.7767,35.2345,Country,"Name is based on ISO Alpha 3 code, pulled from ISO where possible and if not within official ISO than the DAC/CRS name has been used.",,,"Cited from UNDP 2015 Human Development Index Data, http://hdr.undp.org/sites/default/files/2015_statistical_annex_tables_all.xls","Where possible, the ISO numeric code has been given. Where not possible, either the UN, MF, DAC region code, or Calling Code has been used preferably in that same order where a three digit identifier not in use elsewhere in this list was available."
